Vernier Format 2
1g nacl.cmbl 10/8/2015 11:59:03 .
Latest
Time	Temperature
t	Temp
s	°C

143.5	-8.36963321359
144	-8.36963321359
144.5	-8.37976443359
145	-8.36963321359
145.5	-8.38989894926
146	-8.37469841182
146.5	-8.37976443359
147	-8.35950528624
147.5	-8.36963321359
148	-8.37976443359
148.5	-8.40764229092
149	-8.43300747814
149.5	-8.41271367488
150	-8.41271367488
150.5	-8.42793278645
151	-8.42285892227
151.5	-8.43808299771
152	-8.42285892227
152.5	-8.42285892227
153	-8.40764229092
153.5	-8.4177858852
154	-8.43300747814
154.5	-8.40764229092
155	-8.41271367488
155.5	-8.42285892227
156	-8.45077542109
156.5	-8.4685535218
157	-8.45585384121
157.5	-8.47363484715
158	-8.4888838102
158.5	-8.49651109928
159	-8.5168596993
159.5	-8.5168596993
160	-8.50159699938
160.5	-8.50159699938
161	-8.49651109928
161.5	-8.5066837325
162	-8.55250187934
162.5	-8.55250187934
163	-8.5397678289
163.5	-8.54740763187
164	-8.58053520946
164.5	-8.59073543657
165	-8.59073543657
165.5	-8.58053520946
166	-8.5397678289
166.5	-8.5397678289
167	-8.54740763187
167.5	-8.56778964441
168	-8.54486082183
168.5	-8.54740763187
169	-8.51177129901
169.5	-8.5168596993
170	-8.4685535218
170.5	-8.46093309093
171	-8.4685535218
171.5	-8.50159699938
172	-8.53467567186
172.5	-8.54740763187
173	-8.57543635455
173.5	-8.60093902264
174	-8.57543635455
174.5	-8.57543635455
175	-8.57033833822
175.5	-8.58053520946
176	-8.58053520946
176.5	-8.58563490334
177	-8.59583680954
177.5	-8.60093902264
178	-8.57033833822
178.5	-8.57033833822
179	-8.57288724159
